115, এরশাদ মোটেই ভুল করে নি ,
116, কুক্তাকে ফাঁসিতে ঝুলা হউক তাহলে হাসিনা আর ক্ষমতায় আসতে পারবেনা ,
117, জীবন ভর আর শান্তি হবে না গো চাচা। ,
118, কাকু নিজেই তো লিভিং রাডার ,
120, শিরোনামটা এমন হলে ভালো শোনাত না ,
121, উবার ব্যবহার । একসাথে হওয়াতে কেমন ভার ভার লাগছে না? ,
122, হুম আমরা এখানে মালেশিয়ায় এই কার ব্যাবহার করি গারর্ভ ,
123, সর্বকালের সর্বশ্রেষ্ঠ ফানি পেজ থাবড় চিনস? অস্থির একটা ফানি পেজ থাবড় চিনস? ,
126, এর প্রতি ম্যাচ আপডেট পেতে এই ক্রিকেট পেইজে লাইক দিয়ে সাথে থাকুন ,
127, ভালো ব্যক্তিত্বের রহস্য লুকিয়ে আছে ভালো চরিত্রের মধ্যে ,
128,যদি নিজের উপর আত্মবিশ্বাস রেখে নিজের চরিত্র গঠন করতে পারো ব্যক্তিত্ব আপনা থেকেই ফুটে উঠবে ,
129, ও অন্যান্য দেশের খেলার সরাসরি স্কোর ও আপডেট পেতে দিন এই পেজে ,
131, দেশের স্বনির্ভরশীলতার সাক্ষী এরাই বহন করে ,
132,কেউ ক্রিকেট খেলে বাড়ি পায় কেউ বা জীবন সংগ্রামে পুড়ে ছাই হয় ,
133, বেট অার বলে পিটাপিটি পেয়ে যায় বাড়ী গাড়ি অার অভাবের জালায় করে পিড়াপিড়ি দেখে না অাখি মেলি হায় অামার সোনার বাংলাদেশ ,
134, এধরনের ঘটনা গুলো ঘটার পর আমরা কিছুদিন সবাই নাড়াচড়া দেই তারপর আবার অপেক্ষায় থাকি কবে আবার এমন ঘটনা ঘটবে ,
135, দোয়া করি আল্লাহ তোমাকে সুস্থ করুক । এমন দৃশ্য যেন কোন বাবা মাকে দেখতে না হয়। ,
136, জীবন কে চেনার আগেই জীবন যুদ্ধ গরিবের কপাল ,
137, দোয়া রইল বোন। আল্লাহ যেন তোমাকে সুস্থতা দান করেন । ,
138, আল্লাহ এই মেয়েটিকে সুস্থতা দান করুক।আমিন। ,
139, আললাহ তুমি তাকে ভাল করে দাও ,
140, ভয়ঙ্কর অদ্ভুত বাস্তব ও অকল্পনীয় আজব সব তথ্য পেতে এখুনি জয়েন করুন এখানে বিশ্বের অবাক করা সব ঘটনা ,
141, কি বলবো বলার ভাষা নেই অনেক টাকা থাকলে আমি এমন গরীব শিশুদের লেখাপড়া করানো সুযোগ করে দিতাম ,
143, কিছু করার নাই।তবে দোয়া করি ও যাতে সুস্থ হয়ে যায় ,
144, মানুষ থেকে দূরে সরে গিয়ে আমরা যন্ত্রের কাছে থাকি। এখানে একেকজনের নির্মিত ইমেজ থাকে মানুষ খুব কমই থাকে। ,
145, আর একটু কমান অনলাইন এ যাওয়া আসার চিহ্ন থাকবে না ,
146, অনলাইনের কারণে পৃথিবীর দুরত্ব কমে আসলেও মানুষে মানুষে দুরত্ব বেড়ে গেছে। ,
147, আমি ইন্টারনেট চালাই না ইন্টারনেট আমারে চালায় ,
148, আমি চাই গোটা পৃথিবী জুড়েই হোক। ,
152, নেইমার আছে বলে মেসি গোল পাচ্ছে নেইমার একমাত্র খেলোয়ার যে নিজের স্বার্থ দেখে না ,
153, লিওনেল মেসির জোড়া গোলে সেল্টিককে হারিয়ে শেষ ষোলতে বার্সেলোনা। ,
154, হ্যা। তবে সেটা ক্লাব ফুটবলে জাতীয় দলে নয়। ,
155, বালের মাছি ব্যাজিলের সাথে কি করছে ???? ,
156, মেসি আছে বলেই ফুটবল খেলা দেখি । ,
157, বার্সার জন্য মেসি ভালো কিন্তু আর্জেনন্টিনার জন্য না। ,
158, কম খরচে ফটো ভেরিফাই খোলা হয়ে ,
159, একজোন আভাল ভলছে নেইমার নাকি মেসির ভাপ । ,
160,তো আমি বলভো তোর ভাপ কে জানিস তো । ,
161, আ হা রে আফসোস। মেসি গোল পেয়েছে দেখে কারা যেন হিংসায় ক্ষোভে জ্বলে পুরে ছারখার হয়ে যাচ্ছে। তাদেরকে । না বলাটাই ভালো হবে। ,
162, মেসি হল বার্সেলোনার কিনিত গোলাম ,
163,বার্সার জন্য সব করতে পারে বাট জাতিয় দলের হয়ে কোনো চুলই ছিরতে পারেনা। ,
164, আড দেন লিস্ট টা পুরাই ফাকা ,
166, শুনুন মাতা ছেলে টেন্ডারবাজি করার আগে আপনি সতর্ক হলে আজ এইদিন দেখতে হতোনা।। ,
171, অমানুষরা আবার হা হা রিয়েক্ট কি করে দিচ্ছে ,
172, খালা আপনার ছেলে কোটি টাকার মামলায় মরেছে ,
173, দোয়া করি আবার ছাত্রলীগ হয়ে জন্মনিক ,
174, এক দিয়াজ লুকান্তরে লক্ষ দিয়াজ ঘরে বাইরে ,
175,একজন সন্তান হারা মায়ের কি কষ্ট তা কেবল সেইই জানে। ,
176, কনো চিন্তার দরকার নাই পিৃথিবি থেকে একটা আজাব দুর হইছে ,
177, আৰ যেন কোন ছেলে এভাবে মায়েৰ কোল খালি কৰে চলে না যায় ,
178, টেন্ডার বাজি জারা করে তারা এভাবেই মরে বিগত দিনের ইতিহাস তাই বলে। ,
179, বিশ্ব জিৎ এর মাও এখনো আসা করে তার ছেলে ফিরে আসবে ,
180, চবির ত্রাস আলমগীর মিটু পরশদের রিমান্ডে নিন। এরাই দিয়াজের ঘর ভাংচুর করেছিল। ,
183, মেধাবী ছাত্রনেতা দিয়াজ হত্যা রাজনীতির খারাপ দৃষ্টান্ত । ,
185,তোমার নিজ দেশে গণতন্ত্র অাছে কিনা ,
187,পৃথিবীজুড়ে কোথাও একটা রিপোর্টের জন্য একজন সাংবাদিককে দিন কারাবাস দেয়া হয়েছে কিনা সেটা খুজে রিপোর্ট কর। ,
190, তাই আমি লাফাছ্ছি না প্রথম আলো ??? হা হা হা আপনার বয়স কত ভাই ? কেন যেন শিশু শুলভ মন্তব্য ,
192, তুরস্কের যদি গনতন্ত্র না থেকে থাকে আমার প্রশ্ন এ দেশে কি আছে? ,
193, মুসলমান বিশ্বে তুরস্কই এখন প্রকাশ্য অন্যায় এর প্রতিবাদ কারি দেশ তুরুস্ক এখন গোট মুসলিম জাহান এর গর্ব ,
194,উপরের কথাগোলো কে লিখেছিল ভাই ?? ,
196,তুরস্কে ব্যর্থ সেনা অভুর্থানের পর কত মানুষ নিহত হয়েছে বা নির্যাতিত হয়েছে তার হিসাব কি রাখেন ? ,
202, তা নিয়া তোমার দরকার নেই হারামজাদা ,
203,তোরা তো ধীরে ধীরে পা চাটা কুত্তায় পরিণত হইতেছ ,
211, কি ব্যপার প্রথম আলো আপনারা তুরস্কে এখনো সাংবাদিক পাঠাননি কেন? কাজের বেলায় আপনারা দেখি মহা ফাঁকিবাজ ,
214,লেখাটার মধ্যে তুরস্কের জায়গা শুধু বাংলাদেশ বসিয়ে দিলেই লেখাটা সত্য প্রমাণিত হবে। ,
215, এই রিপোর্টার কি কোন ইহুদির বাচ্চা?? শুধু শুধু অন্য দেশ এর পেছনে লাগে।নিজের দেশের সমস্যা কি সমাধান হয়ে গেছে? ,
217, শিরোনাম দেখে মনে হল তোমাদের অনেক কষ্ট লেগেছে কিন্তু মিয়ানমারের মুসলমানদের কান্নার আওয়াজ তোমাদের কানে আসে না ,
219, ওবামা ইউনুস মালালা সুচি এদের সকলের নোবেল প্রত্যাহার করা উচিৎ কারন শান্তিতে এদের কোন অবদান নেই এরা অশান্তির কারন ,
221, ম আলোর সাংবাদিক কতযে মার খেল লীগ আর পুলিশের হাতে তা ভুলে যাচ্ছেন? ,
222,যারা কখনো একজনকে টপকে আরেক ,
223,যারা একজন বিপদে পড়লে জন ,
224,যারা তার প্রভুর জন্য জীবন ,
225,যারা তাদের সরল মনে একজন ,
226,ঘন্টার পর ঘন্টা ছুটে যায় ,
227,তবে আমি হিংসা ক্রোধ লোভ ,
228, নিজের দেশ নিয়ে ভাব তুরস্ক কে নিয়ে ভাবতে হবে না তুরস্ক ঠিক পথেই আছে। ,
229, তুরুস্ক নিয়ে প্রথম আলোর মাথা ব্যাথা পশ্চিমা সহ ইহুদিদের ন্যায়। এই পত্রিকাটি যখনি সুযোগ পায় মুসলিম বিদ্বেষী হয়ে পরে। ,
231, সব গণতন্ত্র ও উন্নয়ন এখন প্রথমমালুর দেশে যারা এটা মানেনা তারা পাকিস্তান বা তুরস্কে চলে যেতে পারে ,
232, মিডিয়ার পাছা চুলকাচ্ছে কারন তুরস্কে ধর্ম নিরপেক্ষতা জনগন ছুড়ে ফেলে দিয়েছে ইসলামকে বুকে টেনে নিয়েছে। ,
235, নিজের দেশের গনতন্ত্র নিয়ে তো কখনো মাথা ঘামাতে দেখলাম না? যারাই দেশের শান্তি চায় তোমরাদেরকে তাদের বিরুদ্ধে লাগতে দেখি ,
236, মুসলিম বলে কথা মুসলিম রাষ্ট্রে সবই সম্ভব বাংলাদেশেও এমন দিন আসা স্রেফ সময়ের অপেক্ষা ,
237, চুলকানি রোগ আছে প্রথম আলোর ডোন্ট মাইন্ড প্র আলো তোমার বুকে মায়ানমারের নিউজ কই কাশ্মিরের নিউজ কই ??? ,
238, প্রথম আলো একটি জারজ পত্রীকা।এদের সংবাদের উল্টোটাই ধরে নেবেন।এই সূত্রে তুরস্কে ভালটা হচ্ছে।যেহেতু তাদের কাছে তুরষ্ক খারাপ। ,
239, যা হচ্ছে তা ভাল হচ্ছে এবং যা হবে তাও ভাল হবে ৷ এগিয়ে যাও তুরস্ক তোমাদের সাথে আল্লাহ আছে ৷৷৷৷৷৷৷ ,
240, যখন অমুসলিম দেশ এবং মুসলিম বিদ্বেষী পত্রিকা কোন মুসলিম দেশের অযথা সমালোচনা করে তখন বুঝে নেয়া যায় ঐদেশ সঠিক পথেই আছে। ,
244, যেখানে শত শত সাংবাদিক জেলে আছে সেই দেশ নিয়ে আবার বাঙ্গালিরা নাচা নাচি করে। ,
247,তুর্কী নিয়া পতিবদেন করছ মুসলিম দেশ গুলা নিয়া যে তোদের একটা চুলকানি আছে তা আমরা ভাল ই জানি ,
249, তুর্কি তে শীতকালিন পিকনিক হচ্ছে।।।।আয়োজন এ আছেন কথিত মুস্লিম বিশ্বের নেতা এরদোগান।।। ,
252, বাংলাদেশে হচ্ছেটা কি?এর পরিনতি কি? সেটা আগে রিপোর্ট কর হারমজাদা।লজ্জা বলতে কিছু আছে? নাকি? ,
254, এরদোয়া বিশ্বের নাম্বার ওয়ান প্রেসিডেন্ট।মায়ানমারে এতো কিছু হচ্ছে তার কোন প্রতিবাদ নেই।টু শব্দ নাই।এখন আছে তুরস্ক নিয়ে। ,
255, কেনন সব বিকিয়ে পশ্চিমা দের দিয়ে দিলেই সূচকে নাম্বার থাকা যাবে। ,
256,তুরস্ক কারু ভিক্ষারর ভয় করে যে কিছু করলে ভিক্ষা দিবে না। ,
257,এরদোগানের আরো চোখ কান খোলা রেখে কাজ করতে হবে। ,
258, নিজের দেশে কী হচ্ছে সেটাই আপনাদের বুক ফুলিয়ে বলার সাহস নাই তো অন্য দেশ নিয়ে বারাপাকামো ,
261, হালার গরে হালা হলুদের আলো ,
262, সাহস থাকলে বাংলাদেশ সমন্ধে বাস্তব চিত্র তুলে ধরুন? ,
263, দেশের বাহিরের রাজনৈতিক আলোচনাই খুব শক্তিসালি নিজ দেশে রাজনৈতিক আলোচনায়? ,
265, বাংলাদেশ কি তুরস্ক থেকে উন্নত? ,
266, প্রথম আলোকে বলছি তুরস্কের দিকে না থাকিয়ে একবার মিয়ানমারের দিকে থাকান ,
267, নিজ দেশের খবর কি তোমরা মিডিয়ারা কতটুকু স্বাধীন? ,
268, তুরস্কের কথা না লিখে নিজের দেশের কথা লিখতে পারছনা কেন?আহারে তুরস্কের জন্য কত মায়া কান্যারে ,
269, পথম আলো সাংবাদিক দের যেখানে পাও গণধোলাই দাও ,
271, এখন মুসলিম দেশ গুলোর মধ্যে একমাত্র তুরস্ক ই সঠিক পথে আছে। ,
272, বাংলাদেশের অবস্থা কি ভাবে বর্ণনা করবেন?? ,
273, প্রথম আলো নিজের চরকায় তেল দাও। ,
274, নিজের দেশের খবর কি? স্বাধীন মত প্রকাশ করতে পারছেন? ,
275, মিডিয়া ধোয়া তুলশি পাতা সব দোসের মূলে শালার মিডিয়া নিজের গায়ে ব্যাথা লাগলে সাবাইর শুর এক হয় ,
276, নিজের দেশ এবং নিজের আখের গোচাতে হিমসিম খাচ্ছে আবার ইচ্ছা ,
277, মুসলিম দেশ গুলো নিয়ে আপনাদের উংগ্লী করা গেলো না। ,
278, অভ্যুত্থান সফল হলে যে কী গণতন্ত্র আসতো তা মিসরে দেখা গেছে। ,
280, তুরস্ককে নিয়ে চুদির ভাইদের মাথা ব্যথা আর গেলনা ,
281, তোমার দেশে কি হচ্ছে সেটা দেখ। ,
282, আগে নিজের দেশে কি হইতাছে দেখ। ,
283, হা হা হা কেন প্রথম আলো কি হাগু করছে ? ,
284, এরকম গঠনা বাংলাদেশে ও হয়ছে তখন তো কোন রিপোর্ট করেন নাই ,
285,শয়তানের জাত নিজেদের নিয়ে ভাব ,
286, আমাদের প্রথম আলোর ও মাথা ব্যথা শুরু হয়ে গেছে।।। ,
287, বাংলাদেশে কি হচ্ছে সেটা লেখ বাচা। ,
288, তুরস্কে ভালই হচ্ছে।নিজের চরকায় তেল দিন কাজে দিবে। ,
289, প্রথম আলোর হচ্ছে টা কি??? তাদের কেন এত মাথা ব্যাথা তুরস্ক কে নিয়ে??? ,
290, প্রথম আলো সব সময় মুসলমানদের দোষত্রুটি নিয়ে চর্চা করে। ,
291, আর কত দালালি করবা???তুরষ্ক সঠিক পথেই আছে। ,
292, মনে হচ্ছে এখন আমেরিকার উপায় হারা হয়ে পরেছে। ,
293, প্রথম অা লো অা গ ে নিজ দে শের গনতন্ত্র ঠিক করেন। ,
294, তুরস্কের জায়গায় বাংলাদেশ এর নাম বসালে কি খুব ভুল হবে ,
295, আপনার দেশের গনতন্ত্র কোথায় সেটা নিয়ে ভাবুন। ,
296, বারমায় হচ্ছেটা কি সটা বল। ,
297, তুরসক নিয়ে দালালদের মাথা ব্যথা বাংলদেশে কি হচছে?????????? ,
298, আজীবন খমতায় থাকার লোভ কি সুদু মুসলমান নেতাদের ,
299, তুরস্কের বর্তমান সরকার সৈরাচারি মনোভাবে আক্রান্ত। ,
300, এরদোগানের নেতৃত্বে এগিয়ে যাক তুরস্ক ,
301, এডমিন কমেন্ট গুলো ভাল করে পড়ার আহবান জানাচ্ছি ,
302, প্রথম আলোর সাংবাদিক আর এর সাংবাদিক এক নাম্বার ,
303, নিজের তর্কায় লবন নায় পরের তর্কার চিন্তা। ,
304, দালালের বাচ্চারা নিজ দেশের গণতন্ত্র নিয়ে লেখ। ,
305, এই রিপোর্টে আবার ও প্রমান হল প্রথম আলোর গ্রহনযোগ্যতা দিনে দিনে অধপতন ,
306, নিজে চলে দালালি করে আবার অন্যকে বলে ভাল হয়ে যা। ছিঃ প্রথম আলো ,
307, কি আর হবে সেকুলারদের বাশ দিচ্ছে। ,
308, দিল্লি আলোর কাজ হচ্ছে উসকানি মুলুক কথা ,
309, প্রথম আলোর এত গা জ্বলে কেনো ইহুদিদের দালালি খুব ভালো লাগে? ,
310, বাংলাদেশেে হচ্ছে টা কী ? এটা চিন্তা করে রিফোট কর । ,
311, যা হওয়ার তাই হচ্ছে ৷৷ ,
316, আগে বলেন বাংলাদেশে হচ্ছেটা কি? ,
317, প্রথম আলো তোদের খুব কষ্ট হচ্ছে তাই না? খিস খাইয়া পইরা থাক কোনো কথা বলবি না। ,
319, এরদোগান পুরোনো অটোমান সাম্রাজ্য পুনরুদ্ধারের পরিকল্পনা নিয়েছে ,
321, প্রথম আলো এই রিপোর্ট দ্বারা কি সেনা অভ্যুত্থানকে সমর্থন করা হলো না??? ,
