54, ভাই বলার কোনো বাসা জানা নেই 
55, গল্পটা সত্যি খুব ভালো লেগেছে। 
56, হারিয়ে গেলেই ভালবাসাটা বুঝা যায় কি ছিল? 
57, অনেক ভাল লাগছে পুরো গল্পটা পড়ে লষ্টের কাহিনিগুলো অনরক ভালো হয়েছে পড়ার শেষে অনেটা কষ্টও লাগছে 
58, কিছু করার নেই ভাই দাত থাকতে কেও দাতের কদর বুঝেনা আপনার লেখায় তাই ফুটিয়ে তুলেছেন বেশ ভাল লেগেছে ভাই 
61, কালো হয়েছে তাতে কি? ভালো হলেই হলো 
62, শেষের লাইন গুলো পড়ে চোখে পানি এসে গেলো 
63, ভাই আপনাকে ধন্যবাদ এই কথাগুলোর লেখার 
64, কথাটা শুনে খুব খারাপ লাগলো চোখের জল ধরে রাখতে পারলাম না 
65,লেখক বন্ধু কে অনেক অনেক ধন্যবাদ 
66, অস্থির একটা ফানি পেইজ আর কি চাস? 
67, আসলে ভাই বোনের সম্পর্ক সবসময় মধুরই হয়। 
68, ভাই বোনের ভালোবাসার কাছে পৃথিবীর সব ভালোবাসা বিলিন হয়ে যায়। 
69, স্বপ্ন কখনো বাস্তব হয়্না বরং বাস্তব করে নিতে হয়। 
70, প্রাণ খুলে হাসতে চাইলে ঘুরে আসুন এই পেজ থেকে আশা করি ভালো লাগবেই 
71, বাঁচতে হলে হাসতে হবে হাসতে হলে শয়তানি করতে হবে শয়তানদের সাথে থাকতে হবে।
72,হাসতে হলে দাদু দাদিদের চিনতে হবে 
73,দাদু দাদিদের হালাল কর্মকান্ড দেখতে 
74,চাইলে নিচের পেজ এ লাইক দিয়ে পাশে 
75, ছাত্র বয়সে কাউকে পাওয়ার আসায় নিজের জীবন নষ্ট করো না তুমি নিজের মতো করে তোমার জীবন সাজাও সময় বলে দেবে তুমি হবে কার এবং কে হবে তোমার 
76, আমাদের সমাজের প্রতিটা লোক যদি লেখক তারেক আজিজ ভাইয়ের মত হত তাহলে দেশে হয়ত ভিক্ষুক ই থাকত না 
77, নিজেকে পরিবর্তন করাই সমাজ পরিবর্তনের প্রথম ধাপ 
79, এই ঘটনাকে ঘুমের ঘরে সুন্দর একটা স্বপ্ন বলে ধরে নিন ৷ এতে আপনার উপকারই হবে 
80, প্রেম কী মামার বাড়ীর কলা 
81, হাসতে হাসতে বেহুশ হয়ে যাবেন একবার ঘুরেই আসুন এই মজাদার পেজটি থেকে আশা করি লাইক না দিয়ে ফিরতেই পারবেন না 
82, বাংলাদেশের প্রভাব তাহলে আমেরিকা নির্বাচনেও পড়লো? 
83, এখন এসব করে কি কোন লাভ আছে? 
84, বাজে সব কথা। গাজা খাওয়া কথা। 
85,যতক্ষণ না সে তার বউ পেয়ে য়ায়। 
86, এমনি খবর প্রকাশ করলো সি এন এন 
87, নিজের এ দিনে লাইক নিয়ে হয়ে যান ফেমাস আর দেখিয়ে দিন বন্ধুদের শিখতে চাইলে ইনবক্স করুন অথবা ফোন দিন আগে প্রমান পরে কাজ সো নো টেনশন টাকার বিনিময়ে কাজ শেখানো হয় 
88, কন্না করে ফেলছি আমিও ত এক ভাই কোনো ভাইয়ের সাথে এমন যেনো আর না হয় 
89, ভুলতে দিমু না পেজটি নতুন। কিছু বাস্তব পোস্ট পেতে লাইক দিন 
91, চোখের পানি আর ধরে রাখতে পারলাম না। এমন কষ্ট যেন আর কাউকে পেতে নাহয়। 
92, ধন্যবাদ সবাইকে সকল ভাইদের প্রতি শ্রদ্ধা এবং ভালোবাসা 
93, খুব কষ্ট লাগচ্ছে এরকম অনুভূতি জেনো কারো সাথে না হয় 
94, ভাইয়া চোখের পানিকে আটকাতে পারলাম না কেন জানি হঠ্যাৎ মনটা কেদে উঠলো 
95, বিশ্বাস করবেন ভাই এই প্রথম কোন লেখা পরে চোখ দিয়ে পানি বের হল 
96, স্মৃতির পাতায় তুমি পেজ টি থেকে ঘুরে আসার দাওয়াত রইলো 
97, বেঁচে থাকলে কথাটা স্মরনে রাখবো 
98, সত্যি ভাইয়া আমি চোখের জল ধরে রাখতে পারলাম না আল্লাহ যেনো তাকে বেহেশত নসিব করেন আমিন 
99, সেইরাম অস্থির একটা পেজ শুধু একবার ঘুরেই আসুন লাইক না দিয়ে ফিরতেই পারবেন না 
100, কিছু কিছু ভালবাসা সত্যি অনেক যন্ত্রনার 
102, আল্লাহ সবার জন্যই সুখ আর তৃপ্তি দান করেন শুধু একটু ধৈর্য ধরে তার উপর ভরসা রাখতে হয়। 
103, আমরা কয়জন বান্ধবি মিলে একটি রোমান্টিক পেইজ চালাচ্ছি পেইজটিতে লাইক দেন 
104, সব মেয়েদের মুখে হাওয়া উচিত 
105, আমরা কয়জন বান্ধবি মিলে একটি শিক্ষমুলক পেইজ চালাচ্ছি পেইজটিতে লাইক দেন দ্রুত ইংরেজি বলার কার্যকর ও সরল কোর্স 
106, হাসি তামাশা গল্প ভালোবাসা আরো অনেক কিছু নিয়ে সাজানো আমাদের এই অস্থির পেইজ একবার ঘুরে আসার অনুরধ রইলো কথা দিলাম ভালো লাগবেই 
107, নতুন একটা গ্রুপ খুলেছি।কেউ যদি হতে চাও তাহলে এই নাম্বারে পাঠাও 
108, দেখেন আমারও টা বন আছে আমি বলি কি অহনা হক পহনা হক।আমরা যদি উভয় লিঙ্গ উভয়কে সন্মান করি তাহলে এসব মিনিট ইতিহাস হয়ে যাবে। 
109, মিথ্যে স্বার্থে ভরা তিন বছরের সম্পর্কও তিন দিনের সত্যিকারের সম্পর্কের কাছে অর্থহীন। 
110, এমন মেয়ের সং্খ্যা আরো বেশি। হা করতে মানা নেই তবে একজনের সাথে করো। পরে তো হাসবেন্ডের সাথেও থাকতে ইচ্ছা আর থাকবে না 
111, এরকম মেয়েদের কপালেতো লিটনের বাসাই জুটবে যতো সব বাজে মুরগি 
112, লাভ নাই।কুকুরের লেজ এমনি থাকবে। 
113, এবার লও ঠেলা বুঝ জীবন কাহাকে বলে 
114, মিনিট সেকেন্ডের বিখ্যাত ভিডিও আজ পযন্ত খুইজা পাইলাম না কেম্নে কি 
115, দূরত্ব কখনো সম্পর্ককে আলাদা করে 
116,সময় কখনো সম্পর্ক তৈরি করে না 
117,যদি মনের অনুভূতি ঠিক থাকে 
118,তাহলে সম্পর্ক টাও সারা জীবন ঠিক 
119, যখন লাইনে আসি তখনই দেখি খালি মেয়েরা৷ আচ্ছা দুপুর টা এখন কি রান্নার সময় না? মেয়েদের আসলে যা দরকার কে করে? 
120, কিছু এক্টিভ বন্ধু দরকার চাইলে এড দিতে পার পোস্ট অনুযায়ী কমেন্ট করার চেষ্টা করি পাশে থাকলে পাশে পাবে সবসময় লাইক কমেন্টেই পরিচয় 
121, টাইপে মেলা ভূল আর স্ট্যার্ট টা লুল 
122, কাউকে পেলাম না মনের মত বন্ধু হিসাবেকেউ থাকলে এ্যাড করো 
123, মেয়েরা বিয়ে না করে মোবাইল কে বিয়ে করলে হয় তাহলে অার ওদের নিয়ে এত টেনশন করত না 
124, কোরআন কে আকড়েঁ ধরো। তাহলে বিপদগামী হবে না। 
125, রোমান্টিক লাভ স্টোরি এবং ভালবাসার আবেগ অনুভুতির গল্প পেতে পেজে লাইক দিয়ে সাথে থাকুন প্লিজ ভালবাসার শেষ অনুভূতির গল্প 
126, সর্বকালের সর্বশ্রেষ্ট ফানি পেইজ অভদ্র শয়তান অস্থির একটা ফানি পেইজ অভদ্র শয়তান লাইক দিন পেইজটিতে।আর অভদ্র শয়তান 
127,রোমান্টিক লাভ স্টোরি এবং ভালবাসার আবেগ অনুভুতির গল্প পেতে পেজে লাইক দিয়ে সাথে থাকুন প্লিজ পরাজয় এর গল্প 
128,কষ্টগুলোকে গুরূত্ব দিয়ে লাভ কি 
129,জীবন খুব ছোট কেটে যাবে। 
131, আ লোক এগুলি নিয়ে নাচানাচি করে বেশী 
132, জব্বর লিকছো মামা আমরা আমরাইতো 
134, ইডিটর লাগবে মেনশন নিয়মিত পোষ্ট করতে হবে। আগ্রহীরা পেজে মেসেজ দিন অতঃপর অজানাই থেকে গেল অতঃপর অজানাই থেকে গেল 
136, যে যার হাজার বলবো না যুগ বা কয়েক বছর পর হলেও তার কাছে আসবেই যতই দূরে থাকুক আবার বছর ধরে কাছে থাকলেও পাওয়া যায় না সবই ভাগ্যের লেখা কেউ ফিরাতে পারবে না 
137, প্রথম টুকু বুঝলাম ভালো লাগলো শেষের দিকের টুকু মাথার উপর দিয়ে চলে গেলো 
138, যখন মায়া বারিয়ে লাভ হয় না।তখন মায়া কাটাতে শিখতে হয়। 
139, আমি কিনতু তে করি দিয়া দেখ এ আগুন লাগাইয়া দিমু। 
141, প্রেম নামক শব্দ ভুলেই গিয়েছিলাম লেখাটি পড়ে হারিয়ে গেলাম কলেজ জীবনে 
142, কেউ ফেইচবুক আইডি ঠিক করতে পারো। 
144, লাইক দিন আমাদের পেইজে অনুগল্প 
146, অনেক দিন পর পড়লাম বেশ ভালই লাগলো সচরাচর এখনকার গল্প গুলো আর হ্যাপি এন্ডিং হয়না তবে এটা যেন কেমনে হলো? 
147, অনেক ভাল লাগল।পুরনো দিনের কথা মনে পরে গেল।যখন আমিও বৃষ্টিতে ভিজতাম 
148, রাইটারের পক্ষ থেকে সবাইকে ধন্যবাদ রাইটার 
150, প্রতেক বউয়ের উচিত তার জামায়ের কথা মান্য করা আর জামায়েরও উচিত তার বউয়ের উপর খেয়াল রাখা 
151, এই কথা ঠিক বিয়ের পর মেয়েরা স্বামির কথায় অবশ্যই গুরুত্ব দেয় 
152, বউ নাই তো তাহলে দায়িত্ব নিব কার? 
153, কথা অমান্য করলে এই শীত কালে ছাদের উপর পাঠিয়ে ঘুমাতে 
154, আপনার অনুভূতি প্রকাশ করতে জয়েন করুন আমাদের ডায়রীর পাতা পেইজে। আপনার নাম সহ পোষ্ট করা হবে। 
155, আসস্সালামু আলাইকুম। শিশির ভেজা কোমল রোদ্দুরের স্পর্শে শুভ সকাল 
156, দুষ্টু মেয়ে দেখি ভালই লিখতে পারেন 
157, অবাক করা গল্প।সত্যি বড় চিন্তার বিষয় 
158, বউ থাকিলে সঙ্গে শীত লাগেনা অঙ্গে 
159,বিনোদন দেওয়াই পেইজের মুল উদ্দেশ্যে পেইজে লাইক দিয়ে বিনোদন দেওয়ার সুযোগ দিন। 
160, পৃথিবীটা লবণাক্ত পানির মত। যতই 
161,তা পান করবে পিপাসা ততই বাড়বে। 
162, এই আজাইরার কাম করার এত সময় কই। 
164, ফালতু টপিক। এসব ব্যাপার নিয়ে যারা মাথা ঘামায় তারাও ঐ দলে। স্কিনশুট হবে না হবে স্ক্রীনশট 
165, কুকুরের লেজ সোজা হওয়ার মত পরিবেশ বাংলাদেশে এখনো হয়নি 
166,যে ভাই এই পোস্টটি করেছেন দু চার ঘন্টার পর তলিয়ে জাবে খবরের উপর খবর 
167, আমি ঠিক আচ্ছি এতটা খারাপ হই নাই 
168, খুব ভাল লাগলো কথা গুলো যথাযথ যুক্তিসংগত 
169, প্রমথ চৌধুরির মামাতো ভাই হবেন নাকি? 
170, ভাইয়া পোষ্টটা পড়ে অনেক ভালো লাগল। ফেইসবুকে বখাটেদের উৎপাত বেড়েই চলছে মন চায় যে ফেইসবুক আর ব্যাবহারই করবো না 
171, ভালবাসা চাইনা আমি। সারা দিনে পাচটা সিগারেট চাই। 
172, এক সাথে না পড়লে মজা নাই 
175, কত বার দেখব রে ভাই একি পোষ্ট বারবার ছাড়েন। 
176, এটা ভুয়া নিউজ এটা এডাম পিক এর নয় সাউথ আফিকায় 
177, খুব সুন্দর হয়েছে গল্পোটা।পড়েও অনেক আনন্দ পেলাম। 
178, টি পড়ে মনে হলো রুপকথার গল্প পড়লাম প্রকৃত ভালোবাসা এত হয় না 
179, হিজাব পরা মেয়েদের প্রতি ছেলেদের একটু বেশীই দূর্বলতা থাকে 
180, তা কি শেষ পযর্ন্ত টিকে থাকবে না কি আবার বদরুল খাদিজা হয়ে জাবে 
181, বুড়া ব্যাটা এও ছোট মেয়ের সাথে 
182, প্রেম করা এত সোজা।তবুও একটা সত্যিকারের প্রেম করতে পারলাম না। 
183, অনেক সুন্দর হয়েছে গল্পটা তাই। 
184, তুই তো হিন্দু তোর কাছে মেয়েরা গরেথাকা পছন্দ না 
185, আমি মনেকরি মেয়েদের খেলা ঠিক না 
186, ভালো জমজমাট ম্যাচ দেখা যাবে। 
187, পৃথিবীর নিয়ম বড় অদ্ভুত যাকে তুমি সবচেয়ে বেশী ভালবাস সেই তোমার দুখের কারন হবে। 
188, বিপদ এর সময় বুঝা যায় কে আপন আর কে পর। 
189, কষ্ট মানুষের বাস্তব অবস্থান কে অবগত করে 
190, ঠিক কথা বল ছেন আমি এক মত 
191, ভালবাসা দিবি বিনিময়ে পাবি ভালবাসা। আঘাত দিবি তো পাল্টা আঘাত পাবি এইতা দুনিয়ার নিয়ম। চিন্তা কইরা দেখ কে কি দিবি 
192, নিজ অর্জিত অর্থ ব্যয় করে যে আনন্দ পাওয়া যায় অন্য প্রদত্ত অর্থে তার বিন্দু মাত্র পাওয়া যায়না স্যামুয়েল রজার 
193,  মিথ্যা সকল পাপের মূল। যে মিথ্যা বলত পারে সে সব কিছু করতে পারে। 
194, এটা সত্যি কিন্তুু এটাও সত্যি যে আর কাউকে বিস্বাস করতেও মনে চায় না। 
195, কেও অামার সাথে মিথ্যা বলছে এতে অামি হতাস নই অামি হতাস সে সবার সাথে এভাবে মিথ্যা বলেই যাবে। 
196, শিক্ষা মানুষকে এমন ভাবেই দিয়ে যায় 
197, সকাল সকাল ইসলামিক বানী আশা করি 
198, সবাইকে বিশ্বাস করা বোকামি কিন্তু কাওকে বিশ্বাস না করা গন্ড মূর্খতা 
199, বিশ্বাস এমন একটা জিনিস একবার হারালে আর ফিরে পাওয়া যায় না অপরিচিতা 
200, বির্সাস একবার ভেঙে গেলে আর জোরা লাগে না 
201, কিছু কিছু সময়ে মাথ্যা বলাটা ওয়াজিব 
202, জে এক্কেরে একখান জব্বর কথা কইছেন 
203, উক্তিটি শুনে অনেক ভাল লাগল 
204, মি্থ্যা বলা মহা পাপ মিথ্যা বলে বিপদকে ডেকে আনা 
205, মিথথা বলে আনন্দ দেয়ার ছেয়ে সত্ত বলে কাঁদানো অনেক ভাল। 
206, বিশ্বাস একবার নষ্ট হলে তা আর আগের মতো হয় না। 
207, আই ছি ছি চক্রান্ত করছে ইন্ডিয়া চুরা কইরা বাংলাদেশের খেলোয়াড়ের নাম দেয় নাই। 
208, স্মিথ রুট ভিরাট এরা অবশ্যয় থাকবে তাই দেখার দরকার নাই 
209, আগামী বছরেও এই হালারা ঢুকতে পারবে না এইসব আজগুবি পোষ্ট না করলেও তো পারতি তোরা 
210, কিসের বিনিময় কিনেন ভাই? আমি কিনবো আজ প্রথম শুনলাম আল্লাহ্ বিক্রেতা নাউযুবিল্লাহ 
211, আল্লাহ তো সুখ দাতা বিক্রেতা কিভাবে? আল্লাহর নিকট থেকে সুখ ক্রয় করার মতো ক্ষমতা আপনাকে কে দিল? 
212, সবচেয়ে বেশি সৌন্দর্য রয়েছে সুন্দর আচরণের মাঝে। যার আচরণ সুন্দর নয় তার কোন সৌন্দর্যই নেই। 
213, পৃথীবি কোধ সুখের জায়গা না 
214, আল্লাহ আমাদের উপর রহমত বর্ষন করুন 
216,আমাদের কে সেই ইবাদত করার তৌফিক দান করুন যে ইবাদত আপনার কাছে গ্রহন যোগ্য। 
217, তাহলে তো রাজনীতিবীদরাই বড় অক্ষম 
218, নিচুলোকের অস্ত্র হল অশ্লীন বাক্যে গালি 
220, এখনকার যুগে ভালবাসা বলতে কিছুই নেই সব লিপ্সস্টিক খাওয়ার ধান্দা। রিয়েল ভালবাসাটা খুব রেয়ার 
221, কারো মনে আঘাত দিও না সুখী হতে পারবেনা। ভালবাসতে না পার অভিনয় করনা। মনে রেখ কারো চোখের পানি তোমার জীবনে অভিশাপ হয়ে ঝরতে পারে। 
222, সত্যিকারের ভালোবাসার কাছে টাকা দৃূর্লভ সবকিছু টাকা দিয়ে হয় না 
223, দিন শেষে আমরা শত্রুদেরকে ভুলে যাব তবে বন্ধুর নিরবতা মনে রাখবো 
224, টাকা ছাড়া আজকাল ভালো বাসা এবং ভালোবাসা দুইটাই পাওয়া বড়োই মুশকিল 
225, উক্তিটি প্রকৃত অর্থে সটিক নয়। 
226, অভাবে ভালোবাসা জানালা দিয়ে পালায়। আবার অর্থই অনঅর্থের মূল। 
227, বর্তমান যুগে অর্থ দিয়ে ভালবাসা অাদান প্রদান করা হয়। 
228, টাকা দিয়ে ভালবাসা পরিমাফ করা যায়না ভালবাসতে মন লাগে হৃদয় লাগে ধৈর্য লাগে টাকা লাগেনা। 
229, আনন্দে থাকলে মনের আকাশ বিশালাকার ধারন করে।দুঃখ গুলো আবার এসে ভরে গেলে আকাশটাও চুপসে যায় 
230, নিজের বাগানে ফুল ফুটলে অন্যর বাগানের ফুল দেখতেও ভাল লাগে। 
231, যার সপ্ন যত বেশি তার বেচে থাকার ইচ্ছে ততো বেশি 
232, ওখানে রেল কর্মচারী বা কর্তা থাকার কথা নয় সম্ভবত বন কর্মচারী বা রক্ষী হবে ধন্যবাদ তাকে 
233, কে এত ক্ষমতাবান? একটাই উত্তর 
234, একমাত্র আল্লাহ উনি যেটা ইচ্ছা করেন 
235, ভাগ্য ভালো হলে অনেক কিছু থেকেই বাচাঁ যায় 
236, আললাহ্ তােক ভােলা হওয়ার সুজুখ দান করুন আমীন। 
237, অসম্ভব সুন্দর আপনার কবিতা লিখতে থাকেন 
238, শুভ সকাল বলা অভ্যাসে পরিণত হয়ে গেছে 
239, যতই জানছি ততই যেন জানার পরিধি বেড়েই চলেছে 
240, তাছারা কি পিপাষা লাগে নাপরিশ্রম করলেও পিপাষা লাগে 
241, শুভ পয়দা দিবস সায়েম বদ্দা 
242, ভালবাসা এমন একটি প্লাটফরম যেখানে সব মানুষ দাড়াতে পারে। শুভ সকাল 
243, বুড়ো লোকের আবার জম্ম দিন কেন 
244, নতুন সকাল নতুন দিন নতুন করে শুরু যা যেন কখনো হয় না শেষ। তোমার এই জন্মদিনে রইল অনেক শুভেচ্ছা শুভ জন্মদিন 
246, একটা কথা বলার ছিল কি করে বলি বলছিলাম যে আমি তোমাকে বলতে চাই হ্যাপি বার্থডে 
247, এই সায়েম টা কে ভাই? 
248, আল্লাহর কাছে দোআ করি আপনার সামনের দিনগুলো যেন আরো ভালোভাবেই কাটে 
249, সর্বকালের সর্বশ্রেষ্ট ফানি পেইজ অভদ্র শয়তান অস্থির একটা ফানি পেইজ অভদ্র শয়তান লাইক দিন পেইজটিতে।আর হাসুন প্রান খুলে অভদ্র শয়তান 
250, সর্বকালের সর্বশ্রেষ্ট ফানি পেইজ অভদ্র শয়তান অস্থির একটা ফানি পেইজ অভদ্র শয়তান লাইক দিন পেইজটিতে।আর হাসুন প্রান খুলে অভদ্র শয়তান ইডিটর লাগবে হতে চাইলে যোগাযোগ করেন। 
251, তাহলে মোবাইলের ঘর বানাইতে হবে 
252, মোবাইল এর কি দোস নিশ্বাস এর বিশ্বাস নেই। 
253, তাহলে বাইরে রেখে ঘুমাবো চোরে নিলে সেওতো বাইরে রাখবে তাইনা? 
254, পাগল এর সুক মনে মনে রাত হলে তারা গনে 
255, সুলতানা আনোয়ার আম্মু এইটা পড় 
256, আমি প্রজাপতির কাছ থেকে শিখেছি কিভাবে রং বদলাতে হয়। ভাল মানুষ চেনা অসম্ভব। 
257, লক্ষ কোটি লাইক তুমার পোস্টে। 
258, মির্জা জাহিদ হোসেন লেখার মানে কি? 
259, মিয়ানমার রহিঙ্গা মুসলিমদের কোন আশাই নাই? 
260, জীবনে তারাই সুখী যাদের পাওয়ার আশা কম থাকে 
261, প্রেম করতে পারছেন না আপনার গাল ফ্রেন্ড বা বয় ফ্রেন্ড নাই এখনি ক্লিক করুন পাগলীরপ্রেম পেইজে 
262, যে গর্ভ তোমাকে ধারন করেছে সে 
263,গর্ভধারিণী মায়ের প্রতি কর্তব্য কর ও 
264, এই বিশ্বাস বোধ কজনের মধ্যে আছে? 
265, এত সুন্দর একটা সকাল ঘুম থেকে উঠতে মন চাইনা 
266, একজন কাছের মানুষ আরেকজন কাছের মানুষকে তখনি ভয় করে যখন সে তাকে বুঝতে পারে না। 
267, মনে হয় আমিই সেই অলস ব্যক্তি 
268, সকালটা শুরু হোক মহান আল্লাহর জন্যে নামাজ দিয়ে শুরু দুনিয়ার সবচেয়ে বড় অলস এবং অসভ্য বেয়াদব তারাই যারা রাতভর নষ্ঠামি করবে কিন্তু সকালবেলা গভীর ভাবে ঘুমাবে 
269, নরম কাঁদা একবার পুরে যদি ইট হয়ে যায় এরপর যতই পানি ঢালা হোক না কেন তা আর গলেনা বরং ভারি ও শক্তিশালী হয়। না। 
270, প্রতি মানুষের কাছে সিঁড়ি অত্যন্ত প্রয়োজন।যে মানুষ সিঁড়ি ছাড়া জিবন চলে সেই স্রোত হাড়া নৌকা মত 
271, পাথর গুলো কুড়াতে না পারলে জিবন সার্থক হয় না। 
272, সৃষ্টির সকল সুখ ঘিরে থাকুক সারাটি দিন। 
273, জগতে সবচে সুখী হচ্ছে সে যে কিছুই জানে না। 
274,জগতের প্যাঁচ বেশি বুঝলেই জীবন জটিল হয়ে যায় 
275, আমি আল্লাহকে সবচেয়ে ভয় পাই। তার পরেই ভয় পাই সেই মানুষকে যে আল্লাহকে মোটেই ভয় পায় না। 
276, বড় হতে হলে অন্যের প্রশংসা প্রয়োজন 
277, রাসূল স ইরশাদ করেছেন যখন তোমরা প্রশংসাকারীদেরকে অতি মাত্রায় প্রশংসা করতে দেখবে তখন তাদের মুখে মাটি নিক্ষেপ করবে। সহীহ মুসলিম 
278, কান্নার সঙ্গে তো সমুদ্রের খুব মিল আছে। 
279,জল নোনা। চোখের জল নোনা। সমুদ্রে ঢেউ 
280, এক বুক ভালোবাসা নিয়ে মেয়েরা স্বামীর বাড়ি যায় আর এক বুক কষ্ট নিয়ে নীরবেই ওপারে চলে যায় এমন কিছু কষ্টের কথা থাকে যা অজানাই রয়ে যায় মানুষ থেকে মানুষের মনে 
281, প্রকৃত ঈমানদার তারাইব যারা আল্লাহ কে ভয় করে এবং অনুসরণ করে 
282, অথচ আমরা কতই না ভ্রান্তির মাঝে জীবন যাপন করছি। আল্লাহকে স্মরণ না করে ছুটে বেড়াচ্ছি সম্পদ আহরণের নেশায়। হে আল্লাহ আমাদের সঠিক পথে চলার তৌফিক দিন। 
283, মনের বেতরে কালো একটা মুখ সব সময় থাকলে সুখের হতে পারেনা মনের বিতরে রাখতে পারছিনা আবার পেলে দিতে পারছিনা 
284, যে ব্যক্তি সুখে দুঃখে শুকরিয়া আদায় করেনা সেই ব্যক্তি 
285, তৃপ্ত আত্মা কে অতৃপ্ত করার উত্তম পন্থা বিশেষ অপরিমিত লোভ 
286, এটা আমিও জানি কিন্তু হজ্বে গিয়ে যখন হাজিরা নামাজে সেজদা দেয় শুনেছি তখন সামনে দিয়ে হাজার হাজার লোক যাতায়াত করে।কিন্তু কেন 
287, একটা মেয়ের নাম্বার কেউ দিবেন 
